age,gender,income,purchase_frequency,purchase_amount,product_category,satisfaction_score,Cluster
33,Male,44074,2,14953,Beauty,6,0
26,Male,33881,1,10900,Food,6,3
30,Female,35159,0,11683,Home,4,3
31,Male,11072,0,4344,Food,5,2
32,Male,31175,0,8135,Health,5,3
31,Female,19671,0,6123,Health,6,1
32,Male,18087,0,7585,Electronics,7,1
28,Male,20698,1,9639,Books,5,1
30,Female,26148,2,10624,Home,7,1
36,Female,31966,1,14929,Books,5,3
38,Male,9052,0,2149,Health,6,2
28,Male,7408,2,2232,Electronics,6,2
34,Male,31397,2,14800,Electronics,5,3
27,Female,7353,2,2873,Electronics,6,2
36,Male,47167,1,15693,Clothing,4,0
25,Female,31537,2,8245,Books,6,3
28,Female,10632,2,4591,Food,4,2
41,Male,32126,2,9923,Electronics,4,3
33,Female,14209,0,3881,Electronics,5,2
33,Female,44926,2,14789,Health,5,0
35,Male,13496,2,4694,Health,6,2
35,Male,46512,2,13048,Clothing,5,0
34,Male,29950,2,10113,Food,6,3
25,Male,16319,2,5993,Electronics,4,1
31,Female,46235,2,9451,Electronics,6,0
28,Male,10637,1,3883,Electronics,4,2
32,Female,36973,0,9998,Electronics,6,3
30,Male,39823,2,10217,Health,5,0
30,Female,28029,1,7073,Clothing,5,3
22,Female,40238,1,14764,Electronics,5,0
26,Male,10463,2,3945,Electronics,6,2
30,Male,8696,2,3786,Clothing,5,2
28,Male,7526,1,2107,Health,5,2
30,Female,49920,2,16685,Clothing,4,0
33,Male,19249,0,8060,Electronics,5,1
31,Male,24846,0,7772,Beauty,6,1
30,Male,28496,0,11568,Clothing,4,3
31,Male,29167,2,10576,Clothing,6,3
32,Female,30291,1,7936,Health,4,3
22,Female,25883,0,10353,Electronics,6,1
37,Male,12281,2,3767,Books,5,2
30,Female,41252,2,14881,Electronics,5,0
23,Male,12565,2,4516,Electronics,4,2
39,Female,19012,1,6647,Electronics,5,1
29,Male,5780,2,2302,Clothing,3,2
24,Male,28333,1,9741,Food,4,3
32,Male,20285,0,8069,Food,5,1
36,Female,13625,2,4901,Clothing,5,2
32,Female,21441,0,8115,Books,5,1
26,Male,7201,2,3019,Health,6,2
34,Male,42218,1,16768,Electronics,4,0
29,Female,49938,1,17209,Clothing,4,0
28,Male,40004,0,16524,Clothing,5,0
28,Male,26355,0,7172,Health,6,1
33,Male,15493,2,4305,Clothing,5,2
23,Female,22657,2,9054,Health,3,1
28,Female,36939,0,13387,Food,5,3
32,Male,47291,2,18285,Electronics,3,0
31,Male,5997,2,1969,Electronics,5,2
34,Male,41713,1,15717,Food,4,0
30,Male,38299,1,11547,Books,4,3
27,Male,35739,2,15513,Electronics,5,3
33,Female,31877,0,11486,Books,5,3
44,Male,49922,2,18108,Clothing,4,0
19,Female,45018,1,21792,Clothing,5,0
23,Female,49229,2,16197,Beauty,5,0
29,Female,13790,2,4008,Electronics,4,2
25,Male,37993,2,14759,Clothing,6,3
24,Male,34393,0,11594,Clothing,5,3
20,Male,48206,1,16440,Food,4,0
35,Male,31572,2,10079,Home,4,3
32,Male,9457,2,2725,Electronics,5,2
36,Female,18069,2,6186,Health,3,1
30,Female,31428,2,11144,Electronics,6,3
22,Female,39796,1,14172,Electronics,4,0
36,Female,22390,2,7305,Food,6,1
34,Male,15320,2,4378,Health,4,2
31,Male,25809,1,7672,Clothing,6,1
34,Male,13786,1,4608,Electronics,6,2
22,Male,17200,2,4571,Health,6,1
30,Male,48775,2,19184,Food,6,0
27,Male,38396,2,16314,Electronics,5,3
28,Female,49356,2,15426,Books,6,0
29,Male,7664,2,1887,Clothing,4,2
25,Male,47401,2,14685,Food,6,0
33,Male,26128,2,9743,Health,4,1
30,Male,17752,2,7316,Food,3,1
33,Female,10012,1,3419,Clothing,6,2
26,Male,16905,2,4525,Clothing,4,1
25,Female,10551,1,2939,Food,5,2
26,Female,11660,2,4202,Electronics,4,2
25,Male,46154,0,20789,Clothing,5,0
21,Female,16246,2,5249,Electronics,4,1
29,Male,37226,2,10056,Clothing,4,3
28,Female,23576,2,7763,Health,6,1
32,Male,44313,2,19882,Electronics,5,0
30,Male,10026,2,3457,Clothing,6,2
26,Male,38439,2,7563,Food,5,3
32,Male,21443,2,7772,Food,5,1
25,Female,48677,2,22299,Electronics,5,0
35,Female,11924,1,3322,Clothing,4,2
34,Male,35281,1,9339,Beauty,5,3
29,Female,42908,2,14945,Food,7,0
26,Female,25330,0,6337,Clothing,5,1
28,Male,37007,1,12973,Electronics,6,3
28,Female,32238,2,11685,Electronics,7,3
26,Male,28734,1,10657,Clothing,5,3
28,Male,39654,1,14055,Food,4,0
33,Male,15161,2,5049,Food,1,2
32,Male,36680,2,13402,Electronics,4,3
35,Male,44489,2,11803,Books,7,0
30,Male,36177,2,13962,Clothing,5,3
24,Male,38847,1,10383,Food,5,0
31,Female,21577,2,7466,Electronics,5,1
21,Female,22107,0,7811,Electronics,4,1
34,Female,36761,0,11481,Electronics,4,3
33,Male,44166,1,17624,Food,6,0
25,Male,46074,2,13970,Health,4,0
20,Female,37348,2,17747,Electronics,6,3
36,Male,34136,2,11527,Food,4,3
29,Female,45036,1,17984,Health,5,0
34,Female,37874,2,13586,Electronics,6,3
26,Female,12885,0,5162,Electronics,6,2
29,Male,5257,2,1757,Books,4,2
36,Female,21270,1,9337,Books,5,1
28,Male,36691,1,10203,Food,7,3
30,Female,48047,1,15139,Clothing,6,0
29,Female,13745,2,4166,Clothing,3,2
35,Female,29999,1,12003,Electronics,6,3
27,Male,47485,0,16623,Clothing,4,0
32,Female,19562,1,6791,Electronics,3,1
33,Female,8602,2,3135,Clothing,5,2
32,Male,40197,2,13522,Clothing,3,0
27,Female,22356,1,6704,Electronics,5,1
28,Male,37733,1,16238,Clothing,4,3
27,Female,36785,1,13614,Beauty,5,3
25,Female,33725,1,10227,Beauty,7,3
24,Male,11289,2,4199,Clothing,5,2
34,Male,13829,1,4997,Health,4,2
34,Male,5368,0,1662,Electronics,4,2
36,Female,32122,1,8637,Books,5,3
29,Female,28452,2,10877,Electronics,3,3
32,Male,9170,0,3775,Books,5,2
28,Female,15243,1,5088,Clothing,5,2
27,Female,5331,0,1827,Electronics,6,2
32,Female,22665,0,9581,Books,4,1
29,Male,44030,0,21669,Books,4,0
24,Female,37546,1,13400,Food,4,3
35,Female,32851,2,11788,Electronics,5,3
30,Female,37060,2,12328,Electronics,4,3
30,Male,49597,0,15412,Books,5,0
35,Male,43878,2,17369,Electronics,5,0
25,Female,23864,1,8122,Clothing,4,1
33,Male,5116,1,1941,Books,4,2
31,Female,47451,1,17351,Books,5,0
29,Male,38353,1,13959,Clothing,3,3
24,Female,24115,2,8625,Clothing,3,1
37,Female,48167,2,19632,Health,3,0
32,Male,44224,2,16367,Electronics,5,0
29,Male,48021,2,18035,Electronics,6,0
34,Male,41369,2,11093,Clothing,5,0
20,Female,16096,2,7647,Clothing,3,2
26,Female,7118,0,2241,Clothing,5,2
32,Male,20438,2,9692,Books,3,1
25,Male,45698,2,14317,Beauty,4,0
34,Female,9595,2,3577,Electronics,5,2
23,Female,22789,2,8809,Food,4,1
34,Male,11925,2,3959,Health,6,2
33,Male,23562,2,9587,Clothing,8,1
24,Female,32707,1,12432,Food,5,3
26,Male,49854,1,14152,Books,6,0
30,Male,27726,2,7708,Clothing,5,3
27,Female,20578,0,6793,Food,4,1
32,Male,22142,0,7479,Home,5,1
34,Male,5121,2,2126,Electronics,5,2
34,Male,47529,2,16067,Beauty,4,0
32,Male,11860,0,4908,Home,7,2
29,Female,21402,2,9561,Food,6,1
36,Male,47953,2,17253,Electronics,6,0
26,Female,27220,1,8950,Electronics,4,1
30,Female,46170,2,18833,Electronics,5,0
31,Male,11435,1,6123,Beauty,5,2
38,Male,19968,2,7168,Health,4,1
26,Female,33299,2,12849,Electronics,7,3
33,Female,12981,2,3587,Health,5,2
32,Male,36525,1,13803,Electronics,4,3
31,Female,19924,0,6340,Books,4,1
35,Female,32148,2,9399,Food,5,3
34,Female,25590,2,8211,Health,6,1
34,Male,5575,0,1767,Clothing,4,2
34,Female,41777,2,12385,Clothing,4,0
24,Male,33430,2,12615,Electronics,7,3
27,Female,7729,1,2102,Books,5,2
29,Female,11675,2,4509,Electronics,5,2
26,Male,25678,1,8441,Food,5,1
25,Male,43836,2,16482,Food,1,0
30,Male,35905,2,11860,Electronics,4,3
34,Female,33113,2,6619,Books,4,3
30,Male,39940,1,17404,Electronics,7,0
21,Female,27224,1,11154,Electronics,6,1
34,Female,33256,2,8944,Electronics,6,3
32,Female,23697,0,8654,Beauty,5,1
37,Female,49916,2,13926,Clothing,3,0
26,Female,25022,2,10092,Clothing,4,1
29,Female,10176,1,3634,Books,3,2
33,Female,5777,2,1508,Books,4,2
25,Female,42267,2,14092,Health,6,0
31,Male,49826,2,14369,Books,4,0
37,Female,18662,2,4803,Electronics,5,1
28,Male,45522,0,20557,Clothing,3,0
28,Male,22365,2,8230,Health,3,1
38,Male,49972,0,13308,Electronics,5,0
23,Male,13409,1,3854,Clothing,5,2
35,Female,8556,2,2653,Beauty,5,2
32,Male,24871,2,10024,Home,5,1
23,Female,17441,1,4853,Clothing,6,1
31,Female,26901,2,5593,Beauty,4,1
27,Female,38737,0,11082,Electronics,6,3
27,Female,19786,1,5505,Electronics,5,1
30,Female,46572,1,17722,Electronics,4,0
26,Female,22814,2,8999,Electronics,5,1
32,Male,33025,1,11957,Clothing,5,3
28,Female,48515,2,13077,Electronics,4,0
30,Female,25359,1,8870,Clothing,5,1
36,Female,7239,1,3387,Books,4,2
31,Female,46439,2,16541,Clothing,5,0
35,Male,49672,2,16156,Food,5,0
33,Female,10294,2,4147,Health,6,2
32,Male,32465,2,10152,Food,3,3
28,Female,38821,1,10246,Health,6,0
34,Female,30503,1,13153,Electronics,4,3
26,Male,27256,0,8058,Health,5,1
33,Female,24946,2,7612,Food,5,1
31,Female,36437,1,11106,Food,4,3
28,Male,35010,1,11952,Electronics,5,3
33,Female,22688,1,5095,Electronics,6,1
25,Female,24060,2,6940,Electronics,4,1
27,Male,13511,1,5442,Electronics,4,2
28,Male,11203,0,3661,Electronics,5,2
33,Male,26104,0,10204,Books,3,1
35,Female,41299,0,12764,Electronics,4,0
27,Male,43122,2,17339,Electronics,6,0
31,Male,7775,2,2349,Clothing,6,2
29,Male,30014,1,9927,Electronics,4,3
21,Female,6849,1,2124,Clothing,4,2
35,Male,12581,2,5107,Health,8,2
28,Male,11619,0,3793,Books,4,2
31,Female,17801,0,5631,Food,6,1
41,Female,20562,2,6084,Books,4,1
37,Male,23468,1,9074,Books,4,1
32,Male,7202,2,3309,Electronics,6,2
30,Female,21592,2,7548,Home,4,1
19,Male,14375,2,5403,Food,6,2
34,Male,25405,0,7882,Food,5,1
28,Female,40219,2,12046,Electronics,6,0
33,Female,13833,2,3371,Clothing,5,2
35,Male,8279,2,2809,Health,4,2
33,Male,25974,2,8880,Food,7,1
35,Female,32019,2,10120,Electronics,5,3
31,Male,27655,2,6894,Electronics,3,3
31,Female,46897,2,14773,Food,6,0
30,Male,25481,2,11116,Electronics,6,1
33,Male,35761,2,9673,Electronics,6,3
26,Male,30742,2,9605,Clothing,5,3
23,Female,33004,0,7846,Electronics,5,3
32,Female,15615,0,5826,Electronics,6,2
33,Male,18175,2,7733,Clothing,5,1
30,Female,41323,2,11862,Electronics,6,0
23,Male,32728,2,13895,Books,6,3
27,Female,42625,2,11577,Beauty,4,0
29,Male,29313,1,10898,Clothing,6,3
29,Female,25198,1,9612,Beauty,4,1
34,Female,33828,2,11172,Books,5,3
40,Female,15397,1,5280,Health,4,2
32,Female,31918,1,8874,Electronics,5,3
26,Female,22657,2,9581,Health,6,1
25,Male,46580,0,12532,Books,7,0
33,Male,39397,0,10035,Clothing,4,0
27,Female,30976,2,10516,Food,7,3
26,Male,25153,2,7636,Health,5,1
29,Male,20157,2,6094,Electronics,8,1
31,Male,37627,1,15658,Food,5,3
37,Male,15157,2,4023,Home,5,2
26,Male,41221,2,14391,Food,4,0
33,Female,6785,0,2300,Electronics,4,2
33,Female,41562,1,17462,Clothing,7,0
24,Female,10882,2,3585,Clothing,6,2
28,Female,47563,2,14099,Home,5,0
29,Female,31804,0,9417,Books,7,3
30,Male,12047,2,4188,Home,5,2
27,Male,15874,1,6001,Electronics,5,2
30,Male,31132,1,13226,Clothing,3,3
28,Male,44605,1,14311,Clothing,4,0
38,Male,6447,2,2104,Health,5,2
27,Female,36346,1,14778,Health,6,3
37,Female,10618,0,4328,Food,4,2
32,Male,22413,2,8702,Food,4,1
24,Female,43212,0,16100,Beauty,5,0
29,Male,12680,2,4694,Electronics,3,2
27,Male,40972,1,16816,Electronics,5,0
27,Female,38214,0,12619,Clothing,6,3
27,Male,40470,1,16710,Beauty,5,0
30,Female,11875,2,3662,Electronics,6,2
19,Female,17800,2,5221,Books,5,1
35,Female,9869,1,4049,Food,5,2
33,Female,18296,1,7116,Electronics,5,1
32,Female,26067,2,9538,Clothing,7,1
34,Male,7901,2,2728,Clothing,5,2
24,Female,35654,1,11499,Electronics,4,3
31,Female,11665,0,4757,Clothing,5,2
30,Male,23665,1,8413,Electronics,5,1
31,Male,26000,2,9053,Electronics,6,1
25,Female,14375,2,4295,Clothing,6,2
25,Male,39219,0,11113,Food,5,0
39,Female,46667,1,13412,Books,5,0
24,Female,19149,2,5613,Books,5,1
27,Female,20358,2,8994,Electronics,4,1
35,Male,38281,0,14244,Clothing,5,3
31,Female,33306,2,12060,Electronics,4,3
28,Female,6180,1,2253,Electronics,4,2
36,Male,25505,2,6320,Clothing,4,1
31,Male,22812,0,8587,Beauty,2,1
27,Male,29184,2,9068,Books,4,3
26,Male,24702,2,7095,Food,6,1
32,Male,15731,2,4711,Clothing,4,2
28,Male,15754,0,5178,Food,5,2
23,Male,24884,2,7120,Health,6,1
21,Female,6483,1,2080,Home,6,2
39,Female,21145,1,7283,Food,6,1
31,Male,47354,2,13818,Clothing,5,0
23,Male,11964,1,3898,Clothing,5,2
25,Female,43462,2,17008,Food,5,0
33,Female,27116,0,8643,Clothing,5,1
34,Female,46928,1,18469,Electronics,6,0
30,Female,6718,0,2720,Books,6,2
37,Female,21755,0,7918,Electronics,5,1
20,Female,25639,1,9215,Electronics,5,1
35,Male,5506,0,2151,Electronics,5,2
26,Male,10345,2,3733,Food,4,2
34,Female,5416,2,2017,Electronics,4,2
30,Female,28234,2,9244,Books,5,3
23,Male,17982,0,4271,Clothing,3,1
35,Female,34174,2,10977,Clothing,4,3
33,Male,32582,2,11671,Electronics,6,3
27,Female,16010,2,5118,Health,5,2
28,Male,24222,2,9617,Health,5,1
28,Male,49038,0,16129,Food,6,0
27,Male,10538,1,3884,Electronics,5,2
28,Female,41389,1,16523,Food,5,0
34,Male,17985,0,6659,Food,6,1
36,Female,38952,2,11351,Food,5,0
31,Female,20605,2,7034,Clothing,4,1
29,Female,14971,1,4734,Food,2,2
31,Female,43350,1,17165,Clothing,5,0
37,Male,32043,2,13220,Electronics,5,3
37,Male,21448,1,6361,Health,7,1
39,Male,39452,2,12797,Books,3,0
24,Male,27087,0,9282,Clothing,4,1
28,Male,36960,2,10847,Books,6,3
19,Female,46036,2,18896,Books,6,0
29,Male,10959,2,3255,Clothing,5,2
37,Female,30251,2,11641,Home,6,3
26,Male,44178,2,10901,Electronics,5,0
26,Female,45875,0,14115,Electronics,6,0
18,Male,45336,2,20750,Clothing,4,0
25,Female,25745,1,9406,Food,6,1
36,Male,36905,0,9762,Books,5,3
31,Female,21662,0,7167,Books,4,1
33,Female,13524,1,5395,Electronics,5,2
35,Female,28716,2,8878,Electronics,2,3
27,Female,49666,2,20807,Electronics,5,0
29,Male,15338,1,5727,Books,5,2
40,Female,32437,1,12399,Food,6,3
32,Female,6236,2,1929,Home,5,2
28,Male,36374,2,10509,Health,5,3
36,Male,24755,1,9577,Food,4,1
20,Female,24940,2,9139,Clothing,4,1
30,Female,24737,2,9140,Beauty,5,1
26,Female,40949,1,16468,Electronics,8,0
31,Female,44061,2,14849,Electronics,5,0
22,Male,22844,2,5168,Electronics,5,1
31,Female,31079,2,9548,Electronics,5,3
26,Male,9500,0,3675,Home,4,2
28,Female,10792,1,3629,Clothing,4,2
27,Male,8780,1,3838,Health,7,2
33,Female,45859,2,16288,Health,6,0
34,Male,49169,1,17830,Food,6,0
31,Male,20269,1,5869,Beauty,5,1
37,Female,20343,1,6789,Beauty,5,1
27,Female,43259,2,12262,Home,5,0
32,Female,14098,2,4085,Electronics,5,2
35,Male,14449,1,5083,Electronics,5,2
33,Female,46934,2,13235,Clothing,5,0
35,Male,47071,2,20042,Electronics,5,0
28,Male,9093,2,3148,Books,5,2
40,Male,12403,2,5300,Home,5,2
24,Female,16500,2,6614,Clothing,6,1
33,Female,29911,2,11043,Health,6,3
37,Male,37882,2,11786,Food,4,3
23,Female,32231,0,8725,Clothing,4,3
22,Male,40773,2,15650,Books,4,0
32,Male,35087,2,13146,Beauty,5,3
31,Male,5683,1,2089,Electronics,6,2
27,Female,8773,0,3034,Books,5,2
29,Female,19183,2,4856,Food,4,1
27,Female,49691,0,14415,Clothing,4,0
37,Male,23444,2,9112,Electronics,5,1
39,Male,19472,2,6165,Health,5,1
30,Male,43708,1,15657,Health,7,0
30,Female,28164,2,8039,Electronics,5,3
33,Female,11409,1,3559,Electronics,5,2
31,Male,20424,1,7424,Electronics,6,1
35,Male,48939,2,17342,Beauty,3,0
35,Female,23310,2,8277,Clothing,4,1
29,Female,20136,2,5921,Books,5,1
26,Female,29924,1,10921,Books,4,3
33,Female,33089,2,9502,Electronics,5,3
29,Female,38528,1,17948,Electronics,6,3
36,Male,32957,2,13616,Electronics,3,3
35,Male,43542,1,14611,Home,7,0
33,Male,18403,0,5275,Electronics,5,1
29,Female,34928,2,14537,Clothing,3,3
30,Male,22917,2,8988,Electronics,7,1
30,Female,43174,1,11835,Health,5,0
31,Female,8635,0,3500,Food,5,2
34,Male,45758,1,20261,Books,4,0
24,Male,49169,0,20913,Clothing,5,0
35,Female,30084,0,7514,Clothing,4,3
36,Female,29141,2,10851,Food,5,3
28,Male,17765,1,7714,Electronics,3,1
29,Male,38103,1,15069,Clothing,7,3
35,Female,24549,2,8768,Clothing,5,1
33,Male,39437,2,12153,Electronics,6,0
31,Male,36243,1,11608,Books,5,3
30,Female,8252,0,3215,Health,6,2
36,Male,16373,0,5237,Beauty,5,1
35,Male,22426,1,7860,Food,5,1
33,Male,35043,0,10984,Food,6,3
20,Male,47414,2,14893,Electronics,5,0
24,Male,31404,2,14465,Beauty,4,3
33,Male,22966,2,10110,Electronics,5,1
32,Male,10377,2,3376,Health,4,2
25,Male,19085,0,6988,Food,4,1
38,Female,19764,1,8620,Clothing,4,1
32,Male,24409,2,9489,Books,5,1
33,Male,28660,2,8955,Clothing,6,3
27,Female,30878,0,11579,Clothing,5,3
31,Female,18904,1,7112,Electronics,6,1
35,Male,7613,2,3079,Clothing,6,2
29,Male,15926,1,5214,Clothing,8,2
27,Male,11320,1,4446,Food,5,2
25,Male,22370,1,8077,Electronics,5,1
32,Female,8317,0,3423,Beauty,6,2
25,Female,31223,2,9574,Home,5,3
29,Male,48582,2,16064,Books,6,0
30,Female,21416,1,7540,Electronics,5,1
31,Female,29686,2,9891,Health,6,3
36,Female,19417,1,7027,Electronics,5,1
32,Female,45379,0,13830,Electronics,5,0
34,Female,25284,2,6982,Clothing,4,1
32,Female,49405,2,17255,Electronics,6,0
36,Male,17082,2,6132,Clothing,5,1
23,Male,18262,2,6246,Electronics,4,1
29,Female,30169,1,12888,Health,5,3
29,Female,15809,2,6055,Electronics,4,2
32,Male,9842,1,3270,Electronics,5,2
28,Male,41589,1,17375,Health,5,0
29,Female,18942,1,7415,Health,6,1
39,Female,33040,2,10406,Beauty,5,3
36,Male,33352,2,11388,Books,6,3
28,Female,35432,2,12552,Clothing,4,3
25,Male,24322,2,7973,Electronics,6,1
28,Female,34579,1,12537,Electronics,3,3
36,Female,41226,2,14289,Food,4,0
31,Male,5155,1,2048,Health,7,2
25,Female,28243,1,12046,Clothing,5,3
40,Female,45432,2,13970,Electronics,4,0
19,Male,36112,0,12935,Clothing,5,3
33,Female,39412,2,12522,Food,6,0
40,Female,14274,1,5897,Electronics,8,2
35,Female,36639,2,12715,Clothing,6,3
31,Male,24778,1,9650,Clothing,6,1
25,Female,24402,2,7283,Electronics,5,1
30,Female,6874,2,2356,Books,6,2
19,Male,46639,1,21815,Books,4,0
23,Female,17624,1,5480,Electronics,5,1
32,Male,47128,0,14425,Electronics,6,0
29,Female,41298,2,12038,Electronics,5,0
26,Female,16965,1,6171,Electronics,6,1
32,Female,31548,1,11236,Electronics,7,3
31,Male,15024,1,6027,Electronics,6,2
29,Female,32035,0,12617,Clothing,2,3
33,Female,40340,2,12680,Books,6,0
31,Male,26575,1,11371,Electronics,6,1
32,Male,29833,2,10396,Clothing,4,3
30,Female,30475,0,10469,Electronics,5,3
30,Male,31222,2,12265,Health,4,3
32,Female,35819,2,10514,Clothing,4,3
28,Male,26295,2,8343,Clothing,5,1
25,Female,46136,1,15406,Electronics,6,0
26,Female,7882,0,2709,Clothing,5,2
32,Female,25120,2,11245,Food,8,1
37,Male,8893,0,3432,Home,7,2
36,Male,26970,1,8647,Books,5,1
33,Male,43548,1,18207,Food,3,0
32,Male,23452,1,7842,Electronics,6,1
25,Female,15843,1,5030,Electronics,3,2
26,Female,16756,0,5874,Electronics,5,1
24,Female,35096,0,14018,Food,4,3
17,Male,8997,0,2629,Books,4,2
22,Female,19218,2,6975,Electronics,5,1
30,Female,17831,1,7559,Home,6,1
28,Female,35951,2,13084,Books,6,3
41,Male,21292,2,7979,Health,5,1
23,Male,8305,2,2509,Electronics,6,2
29,Male,21413,2,7903,Electronics,6,1
36,Male,32042,2,8353,Electronics,3,3
34,Male,29030,0,10710,Books,5,3
27,Female,23407,2,7512,Clothing,6,1
29,Female,33116,2,10701,Electronics,8,3
25,Female,12076,2,4158,Electronics,3,2
31,Male,45276,2,14338,Electronics,5,0
30,Male,31198,1,11823,Books,3,3
23,Male,39099,1,14335,Health,6,0
22,Female,23748,2,6909,Home,3,1
31,Male,19559,1,7057,Food,6,1
23,Male,44446,1,15496,Electronics,4,0
28,Male,5652,2,1833,Health,6,2
34,Female,33789,2,13903,Beauty,4,3
29,Male,15793,1,5891,Books,6,2
38,Female,27907,1,9142,Food,4,3
30,Female,42408,1,13632,Books,5,0
27,Female,31711,1,9395,Electronics,3,3
29,Male,42694,2,16767,Electronics,3,0
33,Male,30394,0,11481,Clothing,5,3
30,Male,37200,2,13912,Home,4,3
35,Female,6599,2,2463,Home,3,2
23,Male,38451,2,11734,Beauty,5,3
35,Female,35458,0,10431,Clothing,6,3
40,Female,20015,1,4142,Electronics,4,1
28,Female,33429,2,13000,Clothing,5,3
17,Female,25051,1,8199,Health,4,1
28,Male,24858,1,7651,Electronics,4,1
32,Male,17657,0,5097,Clothing,5,1
30,Female,24293,2,8838,Health,5,1
27,Female,18588,2,7677,Food,6,1
34,Female,22381,1,9963,Clothing,6,1
26,Male,45793,1,16392,Home,4,0
28,Male,15821,1,5270,Food,4,2
28,Male,20398,2,6441,Clothing,5,1
30,Female,23692,0,9269,Electronics,4,1
27,Male,45827,2,16478,Beauty,6,0
29,Female,30484,2,8736,Electronics,3,3
26,Female,19266,2,8350,Health,3,1
29,Female,9600,1,3503,Food,4,2
30,Female,10103,2,2598,Clothing,5,2
34,Male,27149,2,8271,Electronics,5,1
36,Female,46048,2,12000,Health,5,0
33,Male,36800,2,12496,Electronics,6,3
35,Female,21942,2,9032,Beauty,4,1
31,Male,20920,1,5464,Electronics,4,1
31,Male,24737,2,8898,Electronics,7,1
31,Male,37693,1,9472,Books,5,3
30,Male,37026,1,11824,Electronics,5,3
28,Male,37244,2,14941,Clothing,5,3
24,Male,11277,1,4021,Health,5,2
28,Female,35730,2,13790,Electronics,4,3
27,Male,14383,1,7294,Electronics,5,2
26,Female,17567,0,4995,Clothing,5,1
29,Male,15553,1,5979,Clothing,4,2
30,Female,49348,2,19334,Health,5,0
30,Male,32968,1,10996,Electronics,4,3
35,Female,34968,2,11048,Electronics,6,3
32,Male,35024,2,12244,Electronics,5,3
26,Female,12172,2,4105,Electronics,5,2
29,Male,15170,1,4441,Food,4,2
19,Female,27526,2,8497,Electronics,5,1
27,Female,32191,2,11193,Clothing,4,3
27,Male,33656,2,11551,Clothing,7,3
26,Female,39649,2,13581,Electronics,4,0
36,Male,28049,1,10407,Electronics,7,3
33,Male,9496,2,3997,Clothing,5,2
32,Male,48098,0,16334,Beauty,5,0
35,Male,9017,2,3419,Food,5,2
32,Female,34699,1,12922,Health,4,3
29,Male,45838,2,16630,Electronics,4,0
30,Male,45911,2,16174,Clothing,5,0
28,Female,25935,1,10490,Clothing,4,1
34,Male,11046,0,3388,Electronics,6,2
27,Male,8677,1,2359,Health,5,2
29,Male,7592,1,3517,Clothing,4,2
30,Female,33498,1,10051,Clothing,6,3
29,Male,27518,1,10657,Electronics,4,1
29,Male,48941,1,18554,Electronics,5,0
22,Female,9515,2,2607,Health,6,2
34,Female,15257,2,4160,Clothing,5,2
30,Male,48796,1,18644,Electronics,4,0
32,Male,42741,0,14531,Health,5,0
24,Female,11061,2,3939,Electronics,5,2
35,Male,46295,2,14989,Books,8,0
25,Female,22910,2,9729,Food,6,1
27,Male,22961,1,9559,Beauty,5,1
32,Female,44820,2,14158,Books,6,0
30,Male,22505,2,8926,Electronics,6,1
24,Male,33406,2,11556,Clothing,5,3
27,Female,12028,1,4589,Electronics,4,2
29,Female,26597,2,9582,Clothing,6,1
24,Male,12609,0,3034,Beauty,5,2
29,Male,26181,2,7533,Electronics,6,1
28,Female,15188,1,5717,Home,5,2
23,Male,19187,2,5581,Electronics,6,1
33,Male,41731,2,14064,Electronics,4,0
31,Female,39672,1,12428,Clothing,7,0
29,Male,47555,0,18668,Food,5,0
43,Male,33077,0,11969,Electronics,6,3
28,Female,14514,0,3769,Electronics,5,2
41,Female,16393,2,5911,Electronics,5,1
33,Female,27059,2,8297,Health,4,1
34,Female,6185,1,2263,Clothing,4,2
29,Female,49510,1,17111,Electronics,5,0
32,Female,12145,2,3732,Clothing,4,2
33,Female,23236,0,8436,Books,5,1
28,Male,33407,1,11887,Clothing,5,3
35,Female,14330,2,4973,Electronics,5,2
26,Male,33090,2,7766,Clothing,3,3
19,Male,25853,0,8793,Health,5,1
37,Female,30268,0,11378,Electronics,4,3
32,Female,25555,0,7934,Home,7,1
25,Female,5326,1,2666,Food,4,2
27,Female,44569,1,15126,Books,4,0
35,Male,32929,2,11580,Electronics,5,3
37,Female,18178,2,6776,Health,4,1
24,Male,18993,2,6155,Electronics,4,1
28,Male,40491,0,16404,Electronics,5,0
25,Female,33837,2,11994,Electronics,6,3
29,Female,29691,0,10068,Electronics,5,3
27,Female,25403,1,11532,Books,4,1
29,Male,31554,2,10137,Home,3,3
41,Male,45075,0,14382,Electronics,4,0
26,Female,48593,0,17710,Electronics,5,0
34,Male,26521,2,8646,Clothing,4,1
26,Female,21146,2,7441,Clothing,5,1
31,Male,42146,2,14555,Electronics,4,0
35,Male,17314,1,5912,Clothing,6,1
37,Male,15879,2,6396,Books,4,2
27,Male,29569,1,10344,Clothing,4,3
29,Male,47312,1,14836,Clothing,5,0
30,Female,34062,2,12764,Electronics,3,3
35,Male,42392,2,14572,Books,5,0
31,Male,5957,1,2798,Electronics,4,2
27,Male,31228,1,11349,Clothing,4,3
31,Male,17126,1,4341,Health,6,1
40,Male,7786,0,2153,Electronics,5,2
31,Female,27496,1,9114,Health,6,1
30,Male,40907,2,14549,Clothing,4,0
30,Female,7993,2,3084,Food,5,2
27,Female,30932,2,10536,Electronics,3,3
29,Female,40359,1,14209,Clothing,7,0
